author,changes,common_name,familyetc,species,species_number,subspecies
PASTEUR 1967,,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides lanzai,12127,
PASTEUR 1978,,E: Leviton's Cylindrical Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides levitoni,12128,
HEDIGER 1935,,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides manueli,12129,
(DUMÉRIL & BIBRON 1839),,E: Cylindrical Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides mauritanicus,12130,
KLAUSEWITZ 1954,,E: Algerian Three-toed Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides mertensi,12131,
CAPUTO 1993,,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides minutus,12132,
(BÖTTGER 1874),,"E: Morocco Cylindrical Skink
G: Marokko-Erzschleiche","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides mionecton,12133,"Chalcides mionecton mionecton (BÖTTGER 1874)
Chalcides mionecton trifasciatus CHABANAUD 1917"
WERNER 1931,,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides montanus,12134,
(FORSKAL 1775),,"E: Ocellated (Bronze) Skink
G: (Gefleckter) Walzenskink","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides ocellatus,12135,"Chalcides ocellatus ocellatus (FORSKAL 1775)
Chalcides ocellatus tiligugu (GMELIN 1789)
Chalcides ocellatus linosae BOULENGER 1920
Chalcides ocellatus sacchii LANZA 1954
Chalcides ocellatus subtypicus WERNER 1931
Chalcides ocellatus zavattarii LANZA 1954"
DOUMERGUE 1901,,"E: Chafarinas' skink
G: Chafarinas-Skink","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides parallelus,12136,
(BEDDOME 1870),,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides pentadactylus,12137,
BOULENGER 1890,,"E: Many-scaled Cylindrical Skink, Multiscaled Skink
G: Vielschuppiger Walzenskink, Marokko-Walzenskink","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides polylepis,12138,
CAPUTO 1993,,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides pseudostriatus,12139,
MOCQUARD 1906,,E: Mocquard's Cylindrical Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides pulchellus,12140,
BOULENGER 1890,,"E: Ragazzi's Cylindrical Skink, Ragazzi's Bronze Skink","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides ragazzii,12141,
(AUDOUIN 1829),,E: Wedge-snouted Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides sepsoides,12142,
STEINDACHNER 1891,,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides sexlineatus,12143,"Chalcides sexlineatus sexlineatus STEINDACHNER 1891
Chalcides sexlineatus bistriatus STEINDACHNER 1891"
(STEINDACHNER 1891),,E: Fuerteventura skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides simonyi,21115,
(DUMÉRIL 1856),,E: Duméril's Wedge-snouted Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides sphenopsiformis,12144,
(CUVIER 1829),,"E: Western (or Iberian) Three-Toed Skink
G: Westliche Erzschleiche","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides striatus,12145,
TORNIER 1901,,E: Thierry's Cylindrical Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides thierryi,12146,
(GRAVENHORST 1851),,"E: Tenerife skink, Canaryan Cylindrical Skink","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcides viridanus,12147,
(GÜNTHER 1872),,E: Thwaites' Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Chalcidoseps thwaitesi,12148,
LAURENTI 1768,,"E: African Chameleon
G: Basilisken-Chamäleon, Afrikanisches Chamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo africanus,12149,
BOCAGE 1872,,E: Double-scaled Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo anchietae,12150,
MATSCHIE 1893,,E: Arabian Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo arabicus,12151,
BÖHME 1985,,,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo calcaricarens,12152,
DUMÉRIL & DUMÉRIL 1851,,"E: Veiled Chameleon
G: Jemen-Chamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo calyptratus,12153,"Chamaeleo calyptratus calyptratus DUMÉRIL & BIBRON 1851
Chamaeleo calyptratus calcarifer PETERS 1871"
(LINNAEUS 1758),,"G: Gemeines Chamäleon, Europäisches Chamäleon, Gewöhnliches Chamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo chamaeleon,12154,"Chamaeleo chamaeleon chamaeleon (LINNAEUS 1758)
Chamaeleo chamaeleon musae STEINDACHNER 1901
Chamaeleo chamaeleon orientalis PARKER 1938
Chamaeleo chamaeleon recticrista BOETTGER 1880"
LEACH 1819,,"E: Flapneck Chameleon
G: Lappenchamäleon
E: Bocage's Chameleon [quilensis]
G: Südafrikanisches Lappenchamäleon [quilensis]","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo dilepis,12155,"Chamaeleo dilepis dilepis LEACH 1819 
Chamaeleo dilepis idjwiensis LOVERIDGE 1942 
Chamaeleo dilepis isabellinus GÜNTHER 1893 
Chamaeleo dilepis martensi MERTENS 1964 
Chamaeleo dilepis petersii GRAY 1865
Chamaeleo dilepis quilensis BOCAGE 1866
Chamaeleo dilepis roperi BOULENGER 1890
Chamaeleo dilepis ruspolii BOETTGER 1893"
HALLOWELL 1844,,"E: Graceful Chameleon, Slender chameleon
G: Fersenspornchamäleon, Zierliches Chamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo gracilis,12156,"Chamaeleo gracilis gracilis HALLOWELL 1844
Chamaeleo gracilis etiennei SCHMIDT 1919"
GRAY 1863,,E: Smooth chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo laevigatus,12157,
GRAY 1865,,E: Socotra Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo monachus,12158,
SMITH 1831,,"E: Namaqua Chameleon
G: Wüstenchamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo namaquensis,12159,
"ULLENBRUCH, KRAUSE & BÖHME 2007",,,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo necasi,12160,
DAUDIN 1802,,E: Senegal Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo senegalensis,12161,
LAURENTI 1768,,E: Indian chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",Chamaeleo zeylanicus,12162,
BOULENGER 1919,,E: Christy's Banded Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chamaelycus christyi,12163,
(GÜNTHER 1858),,E: African Banded Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chamaelycus fasciatus,12164,
(ANGEL 1934),,E: Parker's Banded Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chamaelycus parkeri,12165,
(FITZINGER 1843),,"E: Coppery Grass Lizard, Transvaal Snake Lizard","Cordylidae (Cordylinae), Scincoidea, Sauria, Squamata (lizards)",Chamaesaura aenea,12167,
LINNAEUS 1758,,"E: Cape Grass Lizard, Cape Snake Lizard","Cordylidae (Cordylinae), Scincoidea, Sauria, Squamata (lizards)",Chamaesaura anguina,12168,"Chamaesaura anguina anguina (LINNAEUS 1758)
Chamaesaura anguina oligopholis LAURENT 1964"
(COPE 1862),,"E: Large-scale Grass Lizard, Large-scale Snake Lizard","Cordylidae (Cordylinae), Scincoidea, Sauria, Squamata (lizards)",Chamaesaura macrolepis,12169,
BOULENGER 1895,,"E: Zambian snake-lizard, Zambian grass-lizard","Cordylidae (Cordylinae), Scincoidea, Sauria, Squamata (lizards)",Chamaesaura miopropus,12170,
GÜNTHER 1895,,E: Cape Snake Lizard,"Cordylidae (Cordylinae), Scincoidea, Sauria, Squamata (lizards)",Chamaesaura tenuior,12171,
CAMPBELL & SMITH 1998,,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chapinophis xanthocheilus,12172,
(BLAINVILLE 1835),,"E: bottae: Northern Rubber Boa
G: Nordamerikanische Gummi Boa, Rubber Boa","Boidae (Charinidae, Charininae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Charina bottae,12173,
KLAUBER 1943,,"E: Southern Rubber Boa
G: Nordamerikanische Gummi Boa, Rubber Boa","Boidae (Charinidae, Charininae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Charina umbratica,12174,
(ANDERSSON 1918),,,"Sphaerodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",Chatogekko amazonicus,12175,
"THOMSON, KENNETT & GEORGES 2000",,E: Arnhem Land Long-Necked turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina burrungandjii,12176,
MCCORD & THOMSON 2002,,E: Cann's Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina canni,12177,
GRAY 1856,,E: Narrow-breasted Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina colliei,12178,
GRAY 1857,,E: Giant Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina expansa,12179,
MCCORD & JOSEPH-OUNI 2007,,E: Gunalen’s Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina gunaleni,12180,
CANN 1997,,E: Kuchling’s Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina kuchlingi,12181,
"(JOSEPH-OUNI, MCCORD, CANN & SMALES 2019)",,E: DARWIN SNAKE-NECKED TURTLE,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina kurrichalpongo,22642,
(SHAW 1794),,"E: Common Snake-necked Turtle
G: Glattrücken-Schlangenhalsschildkröte","Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina longicollis,12182,
RHODIN 1994,,"E: McCord's Snakeneck Turtle
G: McCords Schlangenhalsschildkröte","Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina mccordi,12183,"Chelodina mccordi mccordi RHODIN 1994
Chelodina mccordi timorensis MCCORD, JOSEPH-OUNION & HAGEN 2007"
BOULENGER 1888,,E: New Guinea Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina novaeguineae,12184,
RHODIN & MITTERMEIER 1976,,E: Parker’s Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina parkeri,12186,
RHODIN 1994,,"E: Pritchard's Snakeneck Turtle, Pritchards Long-necked Turtle","Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina pritchardi,12187,
PHILIPPEN & GROSSMANN 1990,,E: Reimann's Snakeneck Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina reimanni,12188,
OGILBY 1889,,North Australian Snake-necked Turtle (siebenorcki: Siebenrock’s Snake-necked Turtle; oblonga: Narrow-breasted Snake-necked Turtle),"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina rugosa,12185,
SIEBENROCK 1914,,"E: Steindachners Long-necked Turtle, Dinner-plate Turtle","Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina steindachneri,12189,
(MCCORD & JOSEPH-OUNI 2007),,E: Kimberley Snake-necked Turtle,"Chelidae, Chelodininae, Pleurodira, Testudines (turtles)",Chelodina walloyarrina,12190,
(LINNAEUS 1758),,"E: Green Seaturtle, Green Turtle; agassizii: Black Sea Turtle
G: Suppenschildkröte; agassizii: Schwarze Suppenschildkröte
Croatian: zelena želva
Chinese: 绿海龟 
S: Tortuga Blanca de Mar","Cheloniidae (Carettinae), Chelonioidea, Testudines (turtles)",Chelonia mydas,12191,
(GÜNTHER 1877),,"Abingdon Island Giant Tortoise
ephippium: Duncan Island Giant Tortoise, Saddleback giant tortoise","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis abingdonii,12192,
(ROTHSCHILD 1901),,"E: Volcan Wolf Giant Tortoise, Cape Berkeley Giant Tortoise","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis becki,12193,
(SPIX 1824),,"E: Red-footed Tortoise
G: Köhlerschildkröte","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis carbonarius,12194,
(VAN DENBURGH 1907),,E: Chatham Island Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis chathamensis,12195,
(GRAY 1870),,"E: Argentine tortoise
G: Argentinische Landschildkröte","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis chilensis,12196,
(VAN DENBURGH 1907),,E: James Island Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis darwini,12197,
(LINNAEUS 1766),,"E: Yellow-footed Tortoise
G: Waldschildkröte","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis denticulatus,12198,
"POULAKAKIS, EDWARDS & CACCONE 2015",,,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis donfaustoi,20296,
(GARMAN 1996),,E: Duncan Island Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis duncanensis,12199,
(BAUR 1889),,E: Sierra Negra Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis guntheri,21263,
(VAN DENBURGH 1907),,E: Hood Island Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis hoodensis,12200,
(GÜNTHER 1875),,"E: Volcán Darwin Giant Tortoise, Darwin Volcano Giant Tortoise, Tagus Cove Giant Tortoise","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis microphyes,21262,
(QUOY & GAIMARD 1824),,"E: Charles Island Giant Tortoise
G: Elefantenchildkröte; Galapagos-Riesenschildkröte","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis niger,12201,
(VAN DENBURGH 1907),,E: Narborough Island Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis phantasticus,12202,
(ROTHSCHILD 1903),,E: Indefatigable Island Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis porteri,12203,
(DESOLA 1930),,"Volcán Alcedo Giant Tortoise, Alcedo Volcano Giant Tortoise
guntheri: Sierra Negra Giant Tortoise","Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis vandenburghi,21261,
(GÜNTHER 1874),,E: Isabela Island Giant Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chelonoidis vicina,12204,
GRAY 1845,,E: Chameleon Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",Chelosania brunnea,12205,
(SCHNEIDER 1783),,"E: Amazon Mata Mata
G: Matamata, Fransenschildkröte
Portuguese: mata-mata amazônica
Spanish: matamata amazonica, matamata del Amazonas","Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Chelus fimbriata,12206,
"VARGAS-RAMÍREZ, CABALLERO, MORALES-BETANCOURT, LASSO, AMAYA, MARTÎNEZ, SILVA-VIANA, VOGT, PIRES-FARIAS, HRBEK, CAMPBELL & FRITZ 2020",,"E: Orinoco matamata
Portuguese: mata-mata do Orinoco
Spanish: matamata orinocence, matamata del Orinoco, caripatúa
Local name: “Atzapani” (used by Sikuani indigenous group in the Orinoco region)","Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Chelus orinocensis,22881,
PETERS 1862,,,"Chelydridae, Testudines (turtles)",Chelydra acutirostris,12207,
(BOCOURT 1868),,"E: Yucatán Snapping Turtle
S: Chiquiguao","Chelydridae, Testudines (turtles)",Chelydra rossignonii,12208,
(LINNAEUS 1758),,"E: Common Snapping Turtle
S: Tortuga Lagarto","Chelydridae, Testudines (turtles)",Chelydra serpentina,12209,
(SCHWEIGGER 1812),,"E: South African Bowsprit Tortoise, Angulate Tortoise
G: Schnabelbrustschildkröte","Testudinidae, Testudinoidea, Testudines (turtles)",Chersina angulata,12210,
DUERDEN 1906,,E: Donner-weer Tortoise,"Testudinidae, Testudinoidea, Testudines (turtles)",Chersobius boulengeri,14796,
(GMELIN 1789),,"E: Speckled Cape Tortoise, Speckled Padloper","Testudinidae, Testudinoidea, Testudines (turtles)",Chersobius signatus,14798,
BRANCH 2007,,"E: Nama padloper, Berger’s Cape Tortoise","Testudinidae, Testudinoidea, Testudines (turtles)",Chersobius solus,14799,
"CANSECO-MÁRQUEZ, RAMÍREZ-GONZÁLEZ & CAMPBELL 2018",,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chersodromus australis,21472,
REINHARDT 1861,,"E: Liebmann's Earth Runner
S: Corredora de Liebmann","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chersodromus liebmanni,12211,
"CANSECO-MÁRQUEZ, RAMÍREZ-GONZÁLEZ & CAMPBELL 2018",,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chersodromus nigrum,21475,
(TAYLOR 1949),,"E: Redbelly Earth Runner
S: Corredora de Panza Roja","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chersodromus rubriventris,12212,
(COCTEAU & BIBRON 1840),,"E: Cuban Boa
G: Kuba-Schlankboa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus angulifer,12213,
"REYNOLDS, PUENTE-ROLÓN, GENEVA, AVILES-RODRIGUEZ & HERRMANN 2016",,"E: Conception Bank Boa, Conception Bank Silver Boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus argentum,20539,
(COPE 1871),,"Turk's Island Boa, South Bahamian Boa; chrysogaster: Turks & Caicos boa;
relicquus: Great Inagua boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus chrysogaster,12214,"Chilabothrus chrysogaster chrysogaster (COPE 1871)
Chilabothrus chrysogaster relicquus (BARBOUR & SHREVE 1935)"
(NETTING & GOIN 1944),,"E: Abaco Islands Boa, Abaco Island Boa
G: Abaco-Insel-Schlankboa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus exsul,12215,
(GÜNTHER 1861),,"E: Hispaniolan Desert Boa, Ford’s Boa; agametus: Môle St.-Nicolas boa; manototus: Île à Caprit boa
G: Fords (Schlank-) Boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus fordii,12216,"Chilabothrus fordii fordii (GÜNTHER 1861)
Chilabothrus fordii agametus (SHEPLAN & SCHWARTZ 1974)
Chilabothrus fordii manototus (SCHWARTZ 1979)"
FISCHER 1888,,Hispaniola Boa; gracilis: Dominican Republic vine boa; hapalus: Tiburon vine boa,"Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus gracilis,12217,"Chilabothrus gracilis gracilis (FISCHER 1888)
Chilabothrus gracilis hapalus (SHEPLAN & SCHWARTZ 1974)"
(STULL 1933),,"E: Virgin Islands boa
G: Virgin Islands-Schlankboa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus granti,20363,
(REINHARDT 1843),,"E: Puerto Rican Boa
G: Puerto-Rico-Boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus inornatus,12218,
(ZENNECK 1898),,"E: Mona Boa, Mona Island Boa; granti: Virgin Islands boa
G: Mona-Schlankboa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus monensis,12219,
(BUDEN 1975),,"E: Crooked-Aklins Boa, Crooked Acklins boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus schwartzi,21359,
(FISCHER 1856),,"E: Hispaniolan Boa, Haitian Boa; exagistus: Tiburon boa; warreni: Île de la Tortue boa
G: Haiti-Boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus striatus,12220,"Chilabothrus striatus striatus (FISCHER 1856)
Chilabothrus striatus exagistus (SHEPLAN & SCHWARTZ 1974)
Chilabothrus striatus warreni (SHEPLAN & SCHWARTZ 1974)"
(COPE 1862),,"E: Bahamian Boa; strigilatus: Bahamian boa; ailurus: Cat Island boa; fosteri: Bimini boa; fowleri: Andros boa; maccraniei: Ragged Island boa
G: Bahama-Boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus strigilatus,12221,"Chilabothrus strigilatus ailurus SHEPLAN & SCHWARTZ 1974
Chilabothrus strigilatus fosteri BARBOUR 1941
Chilabothrus strigilatus fowleri SHEPLAN & SCHWARTZ 1974
Chilabothrus strigilatus mccraniei SHEPLAN & SCHWARTZ 1974
Chilabothrus strigilatus strigilatus (COPE 1863)"
(STEJNEGER 1901),,"E: Jamaican Boa, Jamaican (Yellow) Boa
G: Jamaika-Boa","Boidae (Boinae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilabothrus subflavus,12222,
WERNER 1907,,"Butler's Two-headed Snake
carpenteri: Mozambique Two-headed Snake
liwalensis: Eastern Tanganyika Two-headed Snake, Liwale Two-headed Snake","Atractaspididae (Aparallactinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilorhinophis butleri,12225,
(BOULENGER 1913),,"Congo Two-headed Snake, Gerard's Black And Yellow Burrowing Snake
tanganyikae: Western Tanganyika Two-headed Snake","Atractaspididae (Aparallactinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Chilorhinophis gerardi,12226,"Chilorhinophis gerardi tanganyikae LOVERIDGE 1951
Chilorhinophis gerardi gerardi (BOULENGER 1913)"
(DUMÉRIL & BIBRON 1839),,"E: Cape Verde Giant Skink, Bibron’s Skink","Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Chioninia coctei,12230,
(DUMÉRIL & BIBRON 1839),,,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Chioninia delalandii,12231,
(O'SHAUGHNESSY 1874),,,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Chioninia fogoensis,12232,
